,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.2749342918395996,0.04900203240134342,0.003124380111694336,0.006248760223388672,logistic,1.0,"(18, 18)",0.016,"{'NN__activation': 'logistic', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (18, 18), 'NN__learning_rate_init': 0.016}",0.650165892501659,0.6658057271195957,0.6911643101424124,0.6829564595987955,0.6918942371497117,0.676397325302435,0.0161338797543085,1,0.6784110050533408,0.6870374151396049,0.6760515032412843,0.6787364095758257,0.6740059210862132,0.6788484508192538,0.004439280541881086
