,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.04374289512634277,0.022959884911752867,0.0,0.0,logistic,1.0,"(18, 18)",0.016,"{'NN__activation': 'logistic', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (18, 18), 'NN__learning_rate_init': 0.016}",0.25,0.25,0.37916666666666654,0.42434210526315763,0.25,0.30970551378446104,0.0753485529323043,1,0.25,0.25000000000000006,0.428609062170706,0.4234220565285243,0.25,0.32040622373984606,0.08624526082464529
