,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.0374913215637207,0.007652689330433496,0.003124046325683594,0.006248092651367188,logistic,1.0,"(18, 18)",0.016,"{'NN__activation': 'logistic', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (18, 18), 'NN__learning_rate_init': 0.016}",0.25,0.4682432432432433,0.3624999999999999,0.24999999999999983,0.25,0.31739575289575284,0.08824543734058414,1,0.25,0.42999557913351033,0.4277748507200562,0.25,0.25,0.32155408597071333,0.08763831349429871
