,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.3516975879669189,0.22143016772169186,0.0,0.0,0.1,"(50, 50)",32,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 32}",0.7715073247919964,0.7790465009443113,0.785156449390026,0.7978357409014344,0.7961615027308458,0.7859415037517229,0.01002421221656143,17,0.795663825225869,0.8127379919350723,0.8119531927926089,0.8046335051809504,0.8005129906589761,0.8051003011586954,0.006566655743652191
1,1.308217430114746,0.6069290425680052,0.0,0.0,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.7340513501097442,0.7394926241641572,0.7523556735235567,0.7682915624521465,0.753453116226839,0.7495288652952887,0.011964188289174591,367,0.7480960645194221,0.7478752998825992,0.7469526823541424,0.749077382471543,0.7530588025113574,0.7490120463478128,0.0021331994539092675
2,1.4104552268981934,0.36892997982751274,0.007052421569824219,0.007148986325493445,0.1,"(50, 50)",34,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 34}",0.7712316880200092,0.7848246643867083,0.7809606451942219,0.7911438926037466,0.7981675259047523,0.7852656832218877,0.009128984187841938,32,0.8007643816037978,0.7992305140115359,0.8208641723240264,0.8024284110050534,0.8109335919554899,0.8068442141799806,0.008095855100490766
3,1.5398525714874267,0.36980835128656464,0.000598287582397461,0.001196575164794922,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 4}",0.770323107549385,0.763330100556378,0.7736307488132307,0.785942524628656,0.772742585881272,0.7731938134857844,0.0073274544005792535,326,0.7783956918993417,0.7825085498443163,0.7765951202082588,0.7655160532897759,0.7743874738400288,0.7754805778163443,0.0056501170081661245
4,1.232408618927002,0.3127039996461068,0.006261062622070312,0.0076682043417724876,0.1,"(50, 50)",36,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 36}",0.768403858914808,0.7722015211066307,0.7825430044408147,0.793971721708948,0.7941248532489408,0.7822489918840284,0.010688164454650593,140,0.7899073554183045,0.8082805880251137,0.7963860956561687,0.8148129243019754,0.8003560308304833,0.801948598846409,0.008764179531566205
5,1.1788633346557618,0.4465102404658776,0.0,0.0,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 6}",0.7599254759838703,0.7638456434076871,0.7691899341534378,0.790265938441121,0.783334184064111,0.7733122352100456,0.011607605791154878,325,0.7836353427594304,0.7821027512633353,0.7809887193098872,0.7747281915165126,0.7823184115154919,0.7807546832729315,0.0031283896227058024
6,1.3613606929779052,0.3606323207007068,0.003124094009399414,0.006248188018798828,0.1,"(50, 50)",39,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 39}",0.7784084528610077,0.772109642182635,0.7874687356439183,0.7971976928181308,0.7944566382522588,0.78592823235159,0.009482701246498111,18,0.8058049614618957,0.8107370731458322,0.8232581287325813,0.8142654790465012,0.7918087387065491,0.8091748762186718,0.010388760805008113
7,1.1933714389801025,0.7411993271974172,0.000797891616821289,0.001595783233642578,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 8}",0.7723597570312899,0.7417640753407179,0.7765198305344292,0.7895921596651523,0.7925731203103467,0.7745617885763871,0.018081443474573463,315,0.7842555254964015,0.7859833597059875,0.7775164616405493,0.7909014343320915,0.7780090347608598,0.7833331631871779,0.00504645186885198
8,1.5476741790771484,0.3944160695653619,0.007049417495727539,0.006135956153443659,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 10}",0.785309580930019,0.7546883773161146,0.7695829717727529,0.7963758868868357,0.8014241233219335,0.7814761880455312,0.01728381581333284,172,0.7990301669133787,0.793046551988158,0.7788882650196519,0.7840539023020775,0.7969871369506407,0.7904012046347814,0.007715793965353376
9,1.4283772468566895,0.34739406038480997,0.004812288284301758,0.004507332473323093,0.1,"(50, 50)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 12}",0.7725384104946147,0.7519473227502425,0.7813843091215354,0.7960696238068502,0.800632943698637,0.7805145219743759,0.017476680698714733,202,0.8000178653463325,0.7940712572099434,0.7881272012658873,0.7924365780205197,0.7827471798274717,0.791480016334031,0.005797037305820644
10,1.3847472667694092,0.236984810118287,0.0019132137298583985,0.003826427459716797,0.1,"(50, 50)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 14}",0.7714154458680007,0.7647797458016437,0.7800469603389312,0.79792761982543,0.7992955949160329,0.7826930733500077,0.013876665508741068,123,0.8044918585064571,0.8015211066305957,0.7888277780613547,0.7887307947526927,0.7899635036496352,0.7947070083201471,0.006855020679062665
