,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.1090433120727539,0.019606454444995366,0.009371805191040038,0.0076520473269545575,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.7290949925986423,0.7216732172936554,0.7519575315195753,0.7420346077280383,0.7587769894339238,0.740707467714767,0.013798442802014768,361,0.7452758919912205,0.7471313358174673,0.7395602572609872,0.7371535398907663,0.7526989433923742,0.744363993670563,0.005532226589243081
1,1.1789055347442627,0.061984813368989644,0.012505865097045899,0.006252943710733655,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 3}",0.7352764024296871,0.7305905773059058,0.7808840794242253,0.7710019907100201,0.7545760808534533,0.7544658261446583,0.019542991022880526,314,0.7602904394875198,0.7614618957684651,0.7488885202388852,0.7513590424174366,0.7492024398958705,0.7542404675616355,0.005496887472352193
2,1.1756460189819335,0.058826009389892735,0.017720794677734374,0.004199814978828428,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 4}",0.7305038027665766,0.7273084579653925,0.7651880965749579,0.7725537236486142,0.7545760808534533,0.750026032361799,0.018195019329581674,349,0.7595847583073863,0.7603835945076821,0.7467319177173191,0.7492547598387016,0.7492177530498699,0.7530345566841917,0.005753114119474488
3,1.2641304969787597,0.07794201266393741,0.012497425079345703,0.0062487144054305405,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 5}",0.7368281353682814,0.7367056301362871,0.7808840794242253,0.7721862079526313,0.7620284824664387,0.7577265070695728,0.018124471336364044,258,0.763758868868358,0.7637894951763566,0.7489038333928846,0.7501263335204941,0.756229901485376,0.7565616864886939,0.006390731034589727
4,1.2604239940643311,0.12199501163835613,0.006255245208740235,0.0076610857584013085,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 6}",0.7345158491143894,0.7440253177479456,0.7688071053034556,0.7803634321882498,0.7605073758358432,0.7576438160379767,0.01654911665105176,262,0.7641455260068398,0.7661528252769131,0.7480169465570926,0.7485197284467359,0.755027818896432,0.7563725690368026,0.007607419503047426
5,1.4644531726837158,0.16306504540271005,0.009379434585571288,0.007658279709731673,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 7}",0.7394926241641572,0.7387984278495229,0.7702924812413864,0.765795518350263,0.758802511357256,0.7546363125925171,0.013169438821760561,312,0.768257107855648,0.766701546628554,0.7573082027461591,0.7609693226481549,0.7550941758970956,0.7616660711551223,0.00512765172111923
6,1.807400894165039,0.3391761595799108,0.008847761154174804,0.0072897773801384675,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 8}",0.7354244295850136,0.7474554642437855,0.7820938185901689,0.7664335664335665,0.7695013016180899,0.7601817160941249,0.01661903284944646,226,0.7678436526976673,0.770563013628707,0.7588152723189221,0.7612270940738095,0.7621165331019347,0.764113113164208,0.004379513602441238
7,1.7689520359039306,0.30162000950482676,0.012505435943603515,0.006252747416551494,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 9}",0.7404675616354448,0.7408299729467615,0.7723240263386251,0.76993006993007,0.7660660507375837,0.7579235363176968,0.014245928991326418,255,0.7698228778520748,0.771092593537849,0.762752028992905,0.7621395028329334,0.7661987647389107,0.7664011535909345,0.0036121058804337467
8,2.0070329189300535,0.5114728026594575,0.0062487125396728516,0.007653104715610917,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 10}",0.7500433872696647,0.745423919146547,0.7843091215353989,0.7701444540860599,0.7755857281404727,0.7651013220356288,0.014954846022263251,185,0.7762531264356082,0.7731381756929201,0.7709828492675209,0.7655696493287734,0.7679636057373284,0.7707814812924302,0.0037586453196062886
9,1.6591461658477784,0.2761004690588215,0.009372282028198241,0.007652436235971127,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 15}",0.7525955796028789,0.7399162880914706,0.7726609157266093,0.773753254045225,0.7745444336685214,0.7626940942269409,0.014020567331821806,203,0.7840819764177429,0.7687560614567915,0.7815795518350264,0.7784990556888368,0.7741896789342045,0.7774212648665204,0.005446961716546636
10,1.8818863868713378,0.6463786506532954,0.009378147125244141,0.0076572351160976455,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 20}",0.754203460772804,0.753228523301516,0.7668470215915472,0.7845490276147211,0.781568066969527,0.768079220050023,0.013174230565103336,178,0.8032655300903476,0.7838267571844215,0.8026695931805421,0.784536266653055,0.7734367821959063,0.7895469858608545,0.011642751082622062
