,x,y,target
0,46.15176010131836,22.482532501220703,0.0
1,14.246968269348145,70.75724029541016,1.0
2,9.31220817565918,34.89946746826172,1.0
3,-19.08823013305664,-30.98748016357422,0.0
4,-6.612362384796143,55.98161697387695,1.0
5,69.36146545410156,-19.500701904296875,0.0
6,-9.028196334838867,-41.54964828491211,1.0
7,-8.105205535888672,-38.16337585449219,0.0
8,19.81148910522461,8.084643363952637,1.0
9,7.512635707855225,-32.98130798339844,0.0
10,-35.14976501464844,-11.97700309753418,1.0
11,-22.895633697509766,-23.792261123657227,0.0
12,21.572607040405273,69.82380676269531,0.0
13,-78.04801940917969,-20.771671295166016,0.0
14,-28.72463035583496,33.549652099609375,1.0
15,-72.13336181640625,-27.891067504882812,0.0
16,-43.21148681640625,-32.356956481933594,0.0
17,-32.453304290771484,42.40656280517578,1.0
18,48.795555114746094,18.17255401611328,1.0
19,27.08535385131836,43.20439910888672,1.0
20,56.45839309692383,12.482426643371582,1.0
21,10.811542510986328,20.494918823242188,0.0
22,47.66635513305664,24.74948501586914,0.0
23,-34.22544479370117,-54.387977600097656,0.0
24,51.69841766357422,51.333404541015625,1.0
25,-15.383893013000488,24.8677921295166,0.0
26,26.574810028076172,-62.74677658081055,1.0
27,-40.41780090332031,20.931974411010742,1.0
28,9.518375396728516,59.200984954833984,1.0
29,-28.323816299438477,-14.825353622436523,1.0
30,-19.038545608520508,-21.371337890625,0.0
31,26.70550537109375,8.322870254516602,1.0
32,-44.747806549072266,-39.03904342651367,0.0
33,-43.55940246582031,41.61709213256836,1.0
34,-20.762081146240234,35.247642517089844,1.0
35,64.80447387695312,15.095983505249023,1.0
36,-45.61282730102539,-26.59164047241211,0.0
37,29.814163208007812,71.96246337890625,1.0
38,41.32552719116211,-37.323143005371094,1.0
39,-62.57841110229492,10.299240112304688,0.0
40,41.798160552978516,-33.92034912109375,0.0
41,9.842068672180176,-21.370529174804688,1.0
42,-70.55423736572266,-12.786399841308594,1.0
43,-16.61361312866211,-8.810194969177246,1.0
44,68.19962310791016,17.839038848876953,1.0
45,-41.62109375,-54.79975891113281,0.0
46,-36.65349197387695,-65.8627700805664,1.0
47,58.72865295410156,17.717622756958008,0.0
48,-3.4563989639282227,31.71210289001465,1.0
49,-65.50440979003906,-15.096202850341797,0.0
