,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.08747124671936035,0.030611730539194547,0.0,0.0,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.25,0.30021367521367526,0.3087606837606838,0.25,0.37,0.2948152799581371,0.044146187703618764,88,0.25,0.328502080443828,0.3262135922330097,0.25000000000000006,0.3610304789550073,0.303149230326369,0.04511020308227379
1,0.0843508243560791,0.012500405814859774,0.0,0.0,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.25,0.25,0.25,0.25,0.25000000000000006,0.25,2.4313423840517682e-17,186,0.25,0.25,0.25000000000000006,0.25000000000000006,0.25,0.25,3.510833468576701e-17
2,0.09685173034667968,0.011688958156509492,0.0,0.0,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.25000000000000006,0.24999999999999997,0.24999999999999997,0.24999999999999997,0.25,0.25,3.3221616038539036e-17,186,0.25,0.24999999999999997,0.25,0.25,0.25,0.25,1.2412670766236365e-17
3,0.15308794975280762,0.026875409641914556,0.009372854232788086,0.007652903476200519,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.25,0.36538461538461536,0.46260683760683763,0.3450854700854701,0.3646153846153846,0.35660282574568286,0.06831721058485166,29,0.2643764002987304,0.41884960615497346,0.4347133174574099,0.3770824065108734,0.334633526850508,0.365931051454499,0.061560715534150344
4,0.17495875358581542,0.006248211915924353,0.0,0.0,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.3247863247863248,0.4006410256410257,0.42841880341880345,0.25,0.4291346153846153,0.36574433106575965,0.06948807631246245,17,0.43611970553718127,0.4720409284798367,0.3493182948211343,0.25,0.44466618287373005,0.3904290223423764,0.08136364491597331
5,0.08747968673706055,0.012495863537587967,0.0031238555908203124,0.006247711181640626,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.25,0.16987179487179488,0.2916666666666667,0.23076923076923078,0.25000000000000006,0.23846153846153845,0.03965042844664646,270,0.25,0.1639389736477115,0.2739251040221914,0.24271844660194178,0.25,0.2361165048543689,0.03759833690970105
6,0.1530888557434082,0.015305923702665272,0.0,0.0,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.375,0.3365384615384615,0.34615384615384615,0.25,0.2861538461538462,0.3194945054945054,0.044952287228102156,69,0.348534353995519,0.3429657446418758,0.29808572998717714,0.25000000000000006,0.3220700290275762,0.31233117153042966,0.035866698718418126
7,0.19682903289794923,0.03643472786002885,0.0,0.0,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.2382478632478632,0.34615384615384615,0.25,0.2670940170940171,0.30769230769230776,0.28127071341357057,0.039961929744943905,112,0.32018030513176143,0.3749313061000184,0.25000000000000006,0.2951456310679612,0.330188679245283,0.31408918430900484,0.04114447965135306
8,0.16871047019958496,0.04570315910430356,0.0031238555908203124,0.006247711181640625,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.39972527472527464,0.25,0.3461538461538462,0.375,0.4323076923076923,0.3603713837183225,0.06192500969482554,28,0.40375280059746077,0.25471698113207547,0.39068510716248417,0.34191243817549005,0.3890148766328011,0.3560164407400623,0.05482714046988592
9,0.24056768417358398,0.05283459966884152,0.0,0.0,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.3173076923076923,0.28846153846153844,0.3269230769230769,0.2980769230769231,0.36153846153846164,0.31810047095761385,0.02517040201434003,76,0.3229088872292756,0.31832753251511264,0.2783934786590951,0.2720736398607804,0.38080551523947753,0.3145018107007483,0.038949859158595945
10,0.18120713233947755,0.04591629155982325,0.0,0.0,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.25,0.25,0.30769230769230765,0.25,0.2976923076923077,0.27068759811616955,0.025962418884603877,148,0.25,0.24514563106796117,0.3301886792452831,0.25000000000000006,0.36113933236574747,0.28729472853579835,0.04868522669710158
11,0.2155740737915039,0.05709740098999798,0.0031239986419677734,0.006247997283935547,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.4155982905982906,0.43910256410256415,0.2692307692307692,0.40918803418803423,0.32211538461538464,0.3718101343101344,0.06451718849589232,9,0.35472767523738397,0.3937913798968938,0.30861879465103503,0.4317967707324733,0.29323899371069184,0.35643472284569555,0.05168739743745771
