,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.13746657371520996,0.011690181515663164,0.0,0.0,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.3956043956043956,0.36538461538461536,0.38461538461538464,0.37500000000000006,0.3515384615384616,0.37478829333931374,0.015195612293146752,1,0.37397311426437635,0.37703791903279,0.35574281003846864,0.37245832570067783,0.37803882438316405,0.3714501986838954,0.00810846580395078
1,0.13746604919433594,0.006248283400786382,0.0031246185302734376,0.006249237060546876,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.25,0.25,0.25,0.25,0.25000000000000006,0.25,2.4313423840517682e-17,86,0.25,0.25,0.25000000000000006,0.25000000000000006,0.25,0.25,3.510833468576701e-17
2,0.16870923042297364,0.018212607043183032,0.0,0.0,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.25000000000000006,0.24999999999999997,0.24999999999999997,0.24999999999999997,0.25,0.25,3.3221616038539036e-17,86,0.25,0.24999999999999997,0.25,0.25,0.25,0.25,1.2412670766236365e-17
3,0.1999525547027588,0.0570983872336063,0.0,0.0,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.25,0.25,0.25,0.21153846153846154,0.25000000000000006,0.2423076923076923,0.01538461538461539,275,0.25,0.24999999999999997,0.25,0.24972260748959782,0.25,0.2499445214979196,0.0001109570041608693
4,0.2499401092529297,0.07055571334587732,0.0,0.0,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.25,0.25,0.25,0.25,0.20500000000000002,0.24136734693877554,0.017718540822529185,287,0.25,0.24999999999999997,0.2214285714285714,0.25,0.2954059829059829,0.2533669108669109,0.023754365368672967
5,0.1905792236328125,0.04121160402054883,0.0,0.0,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.25,0.3076923076923077,0.25,0.25,0.23000000000000004,0.25770172684458403,0.026136154477308753,66,0.25,0.24625520110957,0.25000000000000006,0.23786407766990297,0.2321047008547009,0.24324479592683476,0.007118735150026538
6,0.2155742645263672,0.030290134910963863,0.003124380111694336,0.006248760223388672,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.25,0.25,0.375,0.34615384615384615,0.4107692307692308,0.3250722135007849,0.06554868768503753,9,0.24757281553398058,0.25,0.34846125664041033,0.23809305733650848,0.3921897677793904,0.295263379458058,0.06295450425278364
7,0.262437105178833,0.03877141553850099,0.0,0.0,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.25,0.25,0.25,0.25,0.25000000000000006,0.25,2.4313423840517682e-17,86,0.24757281553398058,0.25,0.25000000000000006,0.25000000000000006,0.25,0.24951456310679615,0.0009708737864077777
8,0.26868596076965334,0.022957853781322382,0.006248283386230469,0.007652553069427206,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.25,0.24038461538461536,0.3269230769230769,0.33653846153846156,0.25000000000000006,0.28076923076923077,0.041868348186687006,32,0.25,0.285171276790621,0.2806832753251512,0.3510258289063932,0.2378900580551524,0.28095408781546355,0.03934608781939006
9,0.32179865837097166,0.03643411861224716,0.003124904632568359,0.0062498092651367175,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.24862637362637363,0.25,0.25,0.25,0.2692307692307693,0.2534032294236376,0.007730222519683301,77,0.2994772218073189,0.25,0.25000000000000006,0.25000000000000006,0.247505442670537,0.2593965328955712,0.02006361952267263
10,0.21869921684265137,0.03276620632812474,0.0031238079071044924,0.006247615814208985,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.25,0.25,0.25,0.25,0.25000000000000006,0.25,2.4313423840517682e-17,86,0.25,0.25,0.25000000000000006,0.25000000000000006,0.25,0.25,3.510833468576701e-17
11,0.390531063079834,0.07652728234159312,0.003124523162841797,0.006249046325683594,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.2335164835164835,0.375,0.25,0.18269230769230768,0.20000000000000004,0.2485153621888316,0.06756487289956455,256,0.2657766990291262,0.4018593148928375,0.25000000000000006,0.22732708764033188,0.2371643686502177,0.27642549404250266,0.06402723867549279
12,0.3280467510223389,0.027943732573540686,0.0,0.0,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.25000000000000006,0.24999999999999997,0.24999999999999997,0.24999999999999997,0.25,0.25,3.3221616038539036e-17,86,0.25,0.24999999999999997,0.25,0.25,0.25,0.25,1.2412670766236365e-17
