,x,y,target
0,31.60074234008789,26.846765518188477,0.0
1,26.221088409423828,-3.190669059753418,1.0
2,47.688114166259766,2.63525128364563,1.0
3,-4.444949150085449,-73.1946792602539,0.0
4,-53.80035400390625,31.09541893005371,1.0
5,-27.821958541870117,56.97438430786133,0.0
6,-58.915279388427734,12.086444854736328,1.0
7,-45.998146057128906,28.371370315551758,0.0
8,54.616477966308594,1.531528115272522,1.0
9,-47.59537124633789,-20.34869956970215,0.0
10,-20.28784942626953,-43.89466857910156,1.0
11,-3.2985999584198,-73.9126968383789,0.0
12,22.323625564575195,5.104729652404785,0.0
13,-19.078840255737305,-91.36494445800781,0.0
14,-4.64947509765625,18.99939727783203,1.0
15,-11.036622047424316,-80.91020202636719,0.0
16,17.451913833618164,-67.29200744628906,0.0
17,32.140533447265625,-28.337188720703125,1.0
18,26.19995880126953,24.071643829345703,1.0
19,-43.512733459472656,33.942134857177734,1.0
20,-4.313399791717529,55.466304779052734,1.0
21,-1.4681564569473267,-5.55120849609375,0.0
22,40.27424621582031,28.025236129760742,0.0
23,-7.01220178604126,-12.106401443481445,0.0
24,63.4697265625,42.295616149902344,1.0
25,2.3601272106170654,-2.054408073425293,0.0
26,-9.592094421386719,28.305334091186523,1.0
27,34.182281494140625,-33.41116714477539,1.0
28,9.356484413146973,-2.1848504543304443,1.0
29,-30.739919662475586,-48.80561065673828,1.0
30,-50.36868667602539,-30.085342407226562,0.0
31,13.419879913330078,52.936038970947266,1.0
32,12.845025062561035,-51.224056243896484,0.0
33,41.90918731689453,0.6133670210838318,1.0
34,17.334257125854492,-24.33257484436035,1.0
35,44.630165100097656,24.36280059814453,1.0
36,14.165756225585938,-34.96370315551758,0.0
37,-1.127494215965271,64.37236022949219,1.0
38,-22.590713500976562,50.71660614013672,1.0
39,-0.5552878975868225,-74.67718505859375,0.0
40,-31.960603713989258,-4.615533351898193,0.0
41,3.8428568840026855,27.51719093322754,1.0
42,-27.381572723388672,-58.78818893432617,1.0
43,-6.530538082122803,-41.30964660644531,1.0
44,27.002105712890625,25.441865921020508,1.0
45,14.08230209350586,-11.385581016540527,0.0
46,6.690315246582031,30.858152389526367,1.0
47,32.5427131652832,39.242279052734375,0.0
48,11.575400352478027,27.78491973876953,1.0
49,-22.704944610595703,-77.7207260131836,0.0
50,-2.9040188789367676,2.950096368789673,0.0
51,-4.1236796379089355,-43.697052001953125,1.0
52,52.46879196166992,53.494842529296875,1.0
53,-41.73411178588867,11.317782402038574,0.0
54,13.40444278717041,-22.624698638916016,0.0
55,-14.190533638000488,-6.77337121963501,0.0
56,24.768699645996094,7.68354606628418,0.0
57,-17.9912052154541,2.1798810958862305,0.0
58,-27.995197296142578,-45.796504974365234,0.0
59,16.059280395507812,-40.9669303894043,0.0
60,49.692745208740234,0.5886598825454712,1.0
61,41.939697265625,17.344650268554688,0.0
62,52.171356201171875,36.064998626708984,1.0
63,-17.834808349609375,-66.03663635253906,1.0
64,-12.876104354858398,-56.15736770629883,0.0
65,-23.1436767578125,-80.72926330566406,0.0
66,-26.9786319732666,65.91163635253906,1.0
67,12.963289260864258,11.369545936584473,1.0
68,20.233675003051758,20.30882453918457,1.0
69,-28.69034194946289,-57.19363021850586,1.0
70,39.17633819580078,-12.282666206359863,0.0
71,-11.405003547668457,57.04374313354492,1.0
72,13.650982856750488,-33.29729461669922,0.0
73,43.99460220336914,22.170507431030273,0.0
74,-16.87287139892578,-66.5315933227539,0.0
75,27.689905166625977,48.44095230102539,0.0
76,-50.535484313964844,2.30553936958313,1.0
77,5.301999092102051,54.782745361328125,1.0
78,-9.855977058410645,-4.71605920791626,1.0
79,24.119409561157227,20.102802276611328,1.0
80,59.7691535949707,24.77352523803711,1.0
81,-42.09685516357422,-40.862266540527344,0.0
82,-28.98964500427246,-45.19987487792969,0.0
83,14.167980194091797,-35.95246887207031,0.0
84,-15.326260566711426,-23.522661209106445,0.0
85,13.505541801452637,12.780391693115234,1.0
86,41.962928771972656,-10.299291610717773,1.0
