,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.16246180534362792,0.04144861568397257,0.0,0.0,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.33516483516483514,0.42307692307692313,0.36538461538461536,0.4423076923076923,0.43076923076923074,0.3985602152949092,0.041937148442742475,188,0.3961911874533234,0.4232918116871222,0.43286185329599886,0.4231531154319212,0.4237119013062409,0.41984197383492133,0.012383201009142204
1,0.12496967315673828,0.01975884466761159,0.0,0.0,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.35149572649572647,0.3514957264957265,0.3974358974358975,0.42307692307692313,0.46076923076923076,0.39596267224838655,0.041955080657171094,192,0.3805825242718446,0.3780166435506241,0.3544382801664355,0.43368748855101674,0.4640430978874375,0.4021536068854717,0.04037165291992656
2,0.2343205451965332,0.040736493860814654,0.003124046325683594,0.006248092651367187,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.4423076923076923,0.4882478632478633,0.5245726495726496,0.42307692307692313,0.4323076923076923,0.4621841967556253,0.038388504026669,130,0.4417942494398805,0.5335474838405778,0.5234344333080366,0.4344660194174758,0.44090166908563133,0.47482877101832044,0.044004266203139096
3,0.23744373321533202,0.030290597227746352,0.0,0.0,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.5256410256410257,0.5544871794871795,0.38461538461538464,0.561965811965812,0.5545192307692307,0.5160099860457004,0.06689686005722396,46,0.57288754934386,0.5517271609138251,0.4056603773584906,0.5490291262135923,0.5564576278019674,0.527152368326347,0.06130794704008045
4,0.1999506950378418,0.03616460827494261,0.0,0.0,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.5779914529914529,0.46153846153846156,0.5897435897435898,0.5235042735042735,0.59875,0.5501360980289551,0.05138480218580664,10,0.5954003520751093,0.4374427550833486,0.5678905084657054,0.4789181692094315,0.5396206257055314,0.5238544821078251,0.05795310724191749
5,0.1937033176422119,0.04373963901445057,0.0,0.0,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.5352564102564102,0.5544871794871795,0.19230769230769232,0.25,0.49201923076923076,0.4051670591313448,0.15266421866128843,184,0.566022084711405,0.5758603093188183,0.20873786407766995,0.25000000000000006,0.5102503628447025,0.42217412419051914,0.1595418874355628
6,0.2593132972717285,0.04799596188956815,0.003124380111694336,0.006248760223388671,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.375,0.5074786324786326,0.5801282051282052,0.5438034188034189,0.4635576923076923,0.4932706698063841,0.07170128364269285,75,0.3173076923076923,0.5379936147384398,0.5590100227671213,0.5475636563473164,0.5356293339783906,0.499500864027792,0.0914687728124583
7,0.21244916915893555,0.028972694645197607,0.0,0.0,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.4423076923076923,0.5341880341880342,0.36538461538461536,0.42307692307692313,0.5160576923076923,0.4556009506366649,0.06174542223767654,141,0.4517363704256908,0.5382618480621778,0.36764975270196015,0.43826708188312885,0.5513878809869376,0.46946058681197905,0.06796811549378172
8,0.19995217323303222,0.07614489362904489,0.0031246185302734376,0.006249237060546876,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.25,0.4134615384615385,0.38461538461538464,0.5608974358974359,0.44999999999999996,0.41016221873364733,0.10159316647227146,181,0.25,0.431535079684924,0.43153507968492416,0.5451338549708216,0.4354589985486211,0.41873260257785816,0.09492686336494187
9,0.24056825637817383,0.043740122659173444,0.0,0.0,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.44505494505494503,0.48931623931623935,0.608974358974359,0.4967948717948718,0.5160576923076923,0.5106600072263338,0.05444475113011193,54,0.46355222447455463,0.5205950854421271,0.5474249600921154,0.49797320283673113,0.5394644009030801,0.5138019747497217,0.030367084269915672
10,0.22182435989379884,0.03029176323056297,0.0,0.0,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.49786324786324776,0.5170940170940171,0.5705128205128206,0.5993589743589743,0.5125,0.5393463282748996,0.03885981429019311,24,0.5564973861090367,0.5491665140135557,0.5590100227671213,0.5541569622903202,0.5513727624576681,0.5540407295275405,0.0035105148362651723
