k,AP Analytics sse (left)
2,81.59953350839115
3,37.36020233222396
4,24.121587899644926
5,15.88779823883267
6,10.463573004104038
7,8.042232576423022
8,6.129397509768632
9,4.500230982328436
10,3.632675988707594
15,1.5233072683828612
20,0.7518066612500927
25,0.43162138103214887
30,0.2896329656018584
35,0.21058571022423433
40,0.15250001309099542
