,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.7935740947723389,0.06731056715223226,0.11878042221069336,0.007688675565193519,logistic,1.0,"(18, 18)",0.016,"{'NN__activation': 'logistic', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (18, 18), 'NN__learning_rate_init': 0.016}",0.7352764024296871,0.7305905773059058,0.7809147057322241,0.7710019907100201,0.7586851105099282,0.7552937573375531,0.019624599205331574,1,0.7602904394875198,0.7614618957684651,0.7494665918023582,0.7513590424174366,0.7544382624674596,0.7554032463886479,0.0047565225974244936
