0,0.08736831205123226
1,0.08717154190196734
2,0.08264577108749986
3,0.04663139956215631
4,0.03448402689140739
5,0.03440365427081447
6,0.03273712675322657
7,0.03207829967986063
8,0.031043021381860457
9,0.02917889286756104
10,0.02894320679846152
11,0.02880967241599102
12,0.028748759191878307
13,0.028232667058482718
14,0.027111999042363895
15,0.026902838602904974
16,0.026196815192622073
17,0.025534264139722075
18,0.023727118210317498
19,0.023258185725627975
20,0.021624253788906485
21,0.019613344659107235
22,0.019459635572679254
23,0.017513038645867215
24,0.01749100145067239
25,0.01631859345141456
26,0.01586696835917799
27,0.013639867403641507
28,0.012520249004303985
29,0.012441911012178437
30,0.010528110041596808
31,0.01028721246540526
32,0.008704770255118269
33,0.008237151542746061
34,0.007918167313455366
35,0.007841715488751263
36,0.007549154637830391
37,0.0046819881467762255
38,0.0025552939344129703
